Time,Hips.X,Hips.Y,Hips.Z,Spine.X,Spine.Y,Spine.Z,Spine1.X,Spine1.Y,Spine1.Z,RightShoulder.X,RightShoulder.Y,RightShoulder.Z,RightArm.X,RightArm.Y,RightArm.Z,RightForeArm.X,RightForeArm.Y,RightForeArm.Z,RightHand.X,RightHand.Y,RightHand.Z,RightHandEnd.X,RightHandEnd.Y,RightHandEnd.Z,RightHandThumb.X,RightHandThumb.Y,RightHandThumb.Z,RightHandThumbEnd.X,RightHandThumbEnd.Y,RightHandThumbEnd.Z,LeftShoulder.X,LeftShoulder.Y,LeftShoulder.Z,LeftArm.X,LeftArm.Y,LeftArm.Z,LeftForeArm.X,LeftForeArm.Y,LeftForeArm.Z,LeftHand.X,LeftHand.Y,LeftHand.Z,LeftHandEnd.X,LeftHandEnd.Y,LeftHandEnd.Z,LeftHandThumb.X,LeftHandThumb.Y,LeftHandThumb.Z,LeftHandThumbEnd.X,LeftHandThumbEnd.Y,LeftHandThumbEnd.Z,Neck.X,Neck.Y,Neck.Z,Head.X,Head.Y,Head.Z,HeadEnd.X,HeadEnd.Y,HeadEnd.Z,RightUpLeg.X,RightUpLeg.Y,RightUpLeg.Z,RightLeg.X,RightLeg.Y,RightLeg.Z,RightFoot.X,RightFoot.Y,RightFoot.Z,RightToeBase.X,RightToeBase.Y,RightToeBase.Z,RightToeBaseEnd.X,RightToeBaseEnd.Y,RightToeBaseEnd.Z,LeftUpLeg.X,LeftUpLeg.Y,LeftUpLeg.Z,LeftLeg.X,LeftLeg.Y,LeftLeg.Z,LeftFoot.X,LeftFoot.Y,LeftFoot.Z,LeftToeBase.X,LeftToeBase.Y,LeftToeBase.Z,LeftToeBaseEnd.X,LeftToeBaseEnd.Y,LeftToeBaseEnd.Z
0.0,175.4297,-84.6676,177.038,-3.5592,1.4173,-1.2928,11.0662,-0.2455,-0.0881,15.1977,-18.6264,5.0436,-4.8805,40.8794,75.0516,-0.0001,18.85,0.0,-25.0333,-4.3253,11.7048,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,19.9245,11.7831,-5.5731,-19.4988,-44.0702,-67.9855,-0.0001,-20.166,-0.0,-8.4736,-0.3615,-13.6991,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,2.6553,3.6753,-6.2616,-0.3494,-0.7262,6.4546,0.0,0.0,0.0,-28.0066,-1.4743,-4.3211,48.3675,-0.0,0.0,-17.5855,0.1341,-2.136,1.7613,0.0,-0.0,0.0,0.0,0.0,5.1641,0.0637,-1.4733,6.4424,0.0,-0.0,-16.956,-10.0679,-4.6103,6.7406,-0.0,0.0,0.0,0.0,0.0
0.008333,174.997,-84.6541,176.5895,-3.4722,1.3513,-1.2767,10.9265,-0.3082,-0.0704,15.2952,-18.5362,5.069,-4.5218,41.0606,74.9767,-0.0001,18.7719,0.0,-25.006,-4.3552,11.5977,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,19.9168,11.6404,-5.5711,-19.3301,-43.9303,-67.442,-0.0001,-20.8252,-0.0,-8.3081,-0.2366,-13.53,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,2.5597,3.7264,-6.2132,-0.7205,-0.6469,6.4098,0.0,0.0,0.0,-27.9866,-1.285,-4.2945,45.3517,0.0,0.0,-17.1192,0.1951,-1.9741,1.5603,-0.0,-0.0,0.0,0.0,0.0,5.6218,0.0297,-1.4365,6.4262,0.0,-0.0,-17.2901,-9.9709,-4.5624,6.6165,0.0,0.0,0.0,0.0,0.0
0.016666,173.0126,-84.6776,174.368,-3.6199,1.3072,-1.149,11.0366,-0.3246,0.1288,15.1219,-18.653,4.9995,-4.1907,41.1527,75.0093,-0.0001,18.7112,0.0,-24.8054,-4.5402,11.6648,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,20.053,11.6689,-5.7305,-19.5875,-44.456,-66.9231,-0.0001,-21.043,-0.0,-8.3474,-0.4246,-13.4586,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,2.3337,3.557,-6.218,-1.2426,-0.4799,6.3213,0.0,0.0,0.0,-27.9726,-1.2656,-4.0566,42.0508,-0.0,0.0,-16.4097,0.2097,-1.679,1.673,-0.0,-0.0,0.0,0.0,0.0,5.8776,0.0375,-1.1273,6.5281,0.0,0.0,-17.7538,-9.9457,-4.6634,6.3321,0.0,0.0,0.0,0.0,0.0
0.024999,172.588,-84.6755,173.9386,-3.5473,1.2543,-1.1442,10.8955,-0.3715,0.1549,15.3083,-18.5965,5.0467,-3.9317,41.3466,74.9071,-0.0001,18.611,0.0,-24.7056,-4.5418,11.7657,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,19.8923,11.5727,-5.6268,-19.3543,-44.4268,-66.5231,-0.0001,-21.5317,-0.0,-8.1971,-0.3537,-13.3443,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,2.2793,3.5552,-6.185,-1.7404,-0.4363,6.3038,0.0,0.0,0.0,-27.7404,-1.2695,-4.1183,38.4299,-0.0,0.0,-15.5232,0.4279,-1.4872,1.9751,-0.0,0.0,0.0,0.0,0.0,6.3033,-0.0485,-1.1039,6.594,-0.0,0.0,-18.096,-9.8274,-4.4252,6.0131,-0.0,-0.0,0.0,0.0,0.0
0.033332,172.0031,-84.6758,173.3296,-3.5516,1.2249,-1.0914,10.892,-0.3961,0.1949,15.3787,-18.5805,5.078,-3.6362,41.5263,74.7793,-0.0001,18.5782,0.0,-24.7083,-4.7074,11.7127,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,19.9281,11.3932,-5.6737,-19.2855,-44.4755,-65.9763,-0.0001,-21.9975,-0.0,-9.1746,-0.4382,-13.3593,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,2.2301,3.4924,-6.2414,-2.4311,-0.4135,6.3418,0.0,0.0,0.0,-27.424,-1.222,-4.1789,34.7706,0.0,0.0,-14.3068,0.7043,-0.7345,1.9838,0.0,0.0,0.0,0.0,0.0,6.662,-0.2169,-1.079,6.777,0.0,-0.0,-18.4658,-9.6241,-4.2446,5.8217,-0.0,0.0,0.0,0.0,0.0
0.041665,170.5479,-84.7002,171.7597,-3.7181,1.2118,-1.0053,11.1201,-0.3964,0.3018,15.1388,-18.719,4.9706,-3.3705,41.6972,74.8547,-0.0001,18.4114,0.0,-24.2952,-4.6905,11.8224,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,19.9281,11.4127,-5.739,-19.4262,-45.0688,-65.4914,-0.0001,-22.1516,-0.0,-9.0059,-0.5151,-13.3398,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,1.8532,3.4134,-6.2324,-2.842,-0.3977,6.2604,0.0,0.0,0.0,-27.0686,-1.2373,-4.146,30.9113,0.0,0.0,-12.8927,1.0463,0.1334,2.3078,0.0,-0.0,0.0,0.0,0.0,6.9457,-0.3057,-0.9181,6.9645,-0.0,0.0,-18.9106,-9.5175,-4.1559,5.6594,0.0,0.0,0.0,0.0,0.0
0.049998,170.0372,-84.6874,171.2466,-3.6435,1.1901,-0.9838,10.9381,-0.4109,0.3336,15.3768,-18.6686,4.9984,-3.1869,41.8029,74.751,-0.0001,18.3909,0.0,-24.0936,-4.8244,11.8475,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,19.8137,11.368,-5.6327,-19.3956,-45.0525,-65.2919,-0.0001,-22.414,-0.0,-8.4212,-0.4767,-13.4745,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.9189,3.2966,-6.2321,-3.6667,-0.3539,6.2086,0.0,0.0,0.0,-26.5864,-1.1853,-4.2457,26.9732,0.0,-0.0,-11.2432,1.5748,1.3004,2.4758,0.0,0.0,0.0,0.0,0.0,7.3242,-0.4284,-0.9088,7.1467,-0.0,0.0,-19.2997,-9.3181,-3.8914,5.4712,-0.0,-0.0,0.0,0.0,0.0
0.058331,169.2383,-84.7208,170.4318,-3.6712,1.173,-0.9343,10.9373,-0.4242,0.3691,15.4826,-18.6509,5.0547,-2.9132,41.9438,74.5656,-0.0001,18.4312,0.0,-24.1934,-4.8871,11.8648,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,19.8823,11.1807,-5.6557,-19.4115,-45.1582,-64.8203,-0.0001,-22.7201,-0.0,-8.3282,-0.4291,-13.4576,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,1.8846,3.151,-6.2583,-4.4872,-0.3471,6.1757,0.0,0.0,0.0,-26.0353,-1.2322,-4.3634,22.9165,-0.0,0.0,-9.2239,2.307,1.8852,1.9996,0.0,0.0,0.0,0.0,0.0,7.6408,-0.5846,-0.8785,7.4169,0.0,-0.0,-19.691,-9.1171,-3.7118,5.2658,-0.0,0.0,0.0,0.0,0.0
0.066664,168.3277,-84.7593,169.5067,-3.7276,1.1761,-0.8854,10.9715,-0.4178,0.4029,15.4819,-18.678,5.0524,-2.6465,42.0327,74.479,-0.0001,18.4069,0.0,-24.167,-4.9147,11.9644,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,19.8715,11.0809,-5.6478,-19.4545,-45.4029,-64.4412,-0.0001,-22.8954,-0.0,-8.3881,-0.4197,-13.4789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7675,3.0034,-6.2845,-5.2284,-0.3805,6.1321,0.0,0.0,0.0,-25.4547,-1.3101,-4.4815,18.8962,-0.0,0.0,-7.3749,3.0897,2.7799,2.0599,0.0,-0.0,0.0,0.0,0.0,7.9785,-0.6878,-0.8344,7.6532,-0.0,0.0,-20.1473,-8.9746,-3.4507,5.3742,-0.0,0.0,0.0,0.0,0.0
0.07499700000000001,167.2819,-84.807,168.446,-3.7978,1.1819,-0.8405,11.0285,-0.4094,0.4336,15.5011,-18.6818,5.0721,-2.4339,42.0856,74.3873,-0.0001,18.3671,0.0,-24.0599,-4.9796,12.1151,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,19.838,10.9985,-5.6578,-19.4901,-45.6756,-64.0586,-0.0001,-23.0411,-0.0,-8.4002,-0.4385,-13.4615,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,1.6252,2.8342,-6.2888,-5.9972,-0.4161,6.0873,0.0,0.0,0.0,-24.8661,-1.4462,-4.5871,14.9911,-0.0,0.0,-5.7544,3.8138,3.5279,2.2073,0.0,0.0,0.0,0.0,0.0,8.2801,-0.7028,-0.7828,7.9443,-0.0,0.0,-20.536,-8.9245,-3.158,5.15,0.0,-0.0,0.0,0.0,0.0
0.08333,165.9104,-84.9023,167.0518,-3.8801,1.1764,-0.7993,11.0851,-0.4117,0.4673,15.513,-18.6668,5.1165,-2.2138,42.1038,74.2798,-0.0001,18.3509,0.0,-23.8691,-5.1062,12.2297,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,19.8078,10.9135,-5.667,-19.5464,-45.9412,-63.6891,-0.0001,-23.1478,-0.0,-8.673,-0.5195,-13.549,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,1.4418,2.6281,-6.2804,-6.7253,-0.4453,6.0396,0.0,0.0,0.0,-24.2931,-1.5664,-4.6777,11.3207,-0.0,0.0,-4.6935,4.4536,3.8826,2.5829,0.0,0.0,0.0,0.0,0.0,8.5193,-0.754,-0.6958,8.3311,0.0,-0.0,-20.9684,-8.8857,-3.0233,4.9855,-0.0,0.0,0.0,0.0,0.0
0.091663,164.2036,-84.979,165.3082,-3.974,1.1896,-0.7403,11.1285,-0.3965,0.4993,15.5336,-18.6704,5.1526,-2.0342,42.1174,74.2016,-0.0001,18.367,0.0,-23.9848,-5.0989,12.2308,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,19.7979,10.8294,-5.6976,-19.6179,-46.2538,-63.2823,-0.0001,-23.189,-0.0,-8.5776,-0.5188,-13.7183,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,1.2549,2.3684,-6.3267,-7.4897,-0.4679,6.0628,0.0,0.0,0.0,-23.8169,-1.6907,-4.7071,8.0243,0.0,-0.0,-4.3228,4.9122,3.9041,2.6224,0.0,0.0,0.0,0.0,0.0,8.6857,-0.8002,-0.5757,8.8112,-0.0,-0.0,-21.5166,-8.8111,-3.1539,5.0272,0.0,0.0,0.0,0.0,0.0
0.099996,163.6045,-84.9714,164.7089,-3.9053,1.2091,-0.719,10.9832,-0.372,0.5194,15.4678,-18.6567,5.1169,-1.6827,42.2951,74.0572,-0.0001,18.3085,0.0,-24.0151,-5.1046,12.3579,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,19.6302,10.8338,-5.5964,-19.5996,-46.3448,-63.1786,-0.0001,-23.245,-0.0,-8.5361,-0.4864,-13.6952,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,1.1234,2.2509,-6.3383,-8.2232,-0.5373,6.018,0.0,0.0,0.0,-23.4099,-1.8279,-4.7176,5.2875,0.0,0.0,-4.5875,5.1077,4.3264,2.1636,0.0,0.0,0.0,0.0,0.0,8.9467,-0.6201,-0.5119,9.2758,-0.0,0.0,-21.9708,-8.9377,-3.0435,4.6415,0.0,0.0,0.0,0.0,0.0
0.10832900000000001,161.5848,-85.2078,162.6449,-3.9938,1.2059,-0.6853,11.0459,-0.366,0.5744,15.517,-18.6482,5.2925,-1.3819,42.2889,73.7744,-0.0001,18.4236,0.0,-24.0542,-5.2072,12.391,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,19.734,10.591,-5.6199,-19.733,-46.6706,-62.738,-0.0001,-23.238,-0.0,-8.4677,-0.4916,-13.6248,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,1.0661,1.8803,-6.3291,-9.2563,-0.6187,6.001,0.0,0.0,0.0,-23.073,-2.4018,-4.7511,2.994,0.0,-0.0,-5.4068,4.8023,4.9724,1.9636,-0.0,-0.0,0.0,0.0,0.0,8.9853,-0.7357,-0.3266,10.0502,-0.0,0.0,-22.5175,-8.9747,-2.9817,4.3949,0.0,0.0,0.0,0.0,0.0
0.116662,157.3126,-85.3176,158.1361,-4.2805,1.1075,-0.6005,11.2009,-0.4173,0.8165,15.1902,-18.6933,5.1777,-1.0644,42.5528,73.6787,-0.0001,18.3773,0.0,-23.9872,-5.3505,12.4441,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,19.755,10.7397,-5.7972,-19.9093,-47.2003,-62.3648,-0.0001,-23.1395,-0.0,-8.6329,-0.5256,-13.6111,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.5597,1.4809,-6.3896,-9.7157,-0.3927,5.9825,0.0,0.0,0.0,-23.0587,-2.8138,-4.517,1.4311,-0.0,-0.0,-6.4835,3.6429,6.0417,1.8161,0.0,-0.0,0.0,0.0,0.0,8.8511,-0.6264,0.131,10.8043,0.0,0.0,-23.2438,-9.1787,-3.4648,4.281,0.0,0.0,0.0,0.0,0.0
0.124995,156.1031,-85.4808,156.9223,-4.2176,1.1255,-0.6208,11.0203,-0.3906,0.8425,15.4891,-18.5689,5.3187,-1.0227,42.5315,73.5306,-0.0001,18.3316,0.0,-23.8731,-5.3857,12.4913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.6731,10.5915,-5.6667,-19.9887,-47.2158,-62.2831,-0.0001,-23.0812,-0.0,-8.4947,-0.4263,-13.7973,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.7263,1.1073,-6.3278,-10.8903,-0.4672,5.9268,0.0,0.0,0.0,-22.9445,-2.9731,-4.5741,0.6664,-0.0,-0.0,-7.757,2.0085,7.7985,1.6805,0.0,0.0,0.0,0.0,0.0,8.9745,-0.8149,0.2635,11.5975,-0.0,0.0,-23.7291,-9.1143,-3.3744,3.9404,0.0,-0.0,0.0,0.0,0.0
0.133328,154.6838,-85.6824,155.4947,-4.1871,1.1207,-0.6259,10.9689,-0.3865,0.8771,15.542,-18.5134,5.4169,-0.8359,42.614,73.331,-0.0001,18.2837,0.0,-23.8974,-5.3636,12.5336,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,19.635,10.442,-5.6181,-20.101,-47.2916,-62.1375,-0.0001,-23.0128,-0.0,-8.4186,-0.4672,-13.7491,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.7137,0.8195,-6.2927,-11.8816,-0.5911,5.8573,0.0,0.0,0.0,-22.9807,-3.0577,-4.6768,0.7168,-0.0,-0.0,-8.9803,0.4253,8.743,1.5754,0.0,0.0,0.0,0.0,0.0,9.057,-1.038,0.4132,12.4968,0.0,-0.0,-24.2193,-9.0786,-3.3487,3.6063,-0.0,-0.0,0.0,0.0,0.0
0.141661,152.9392,-85.9183,153.7313,-4.1956,1.102,-0.6217,11.0145,-0.391,0.9382,15.6198,-18.4383,5.5481,-0.7744,42.6669,73.1277,-0.0001,18.2022,0.0,-23.8286,-5.4546,12.5768,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,19.6694,10.2734,-5.645,-20.2683,-47.4631,-61.9249,-0.0001,-22.8881,-0.0,-8.5391,-0.5202,-13.6894,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.6439,0.5188,-6.242,-12.8496,-0.6985,5.7047,0.0,0.0,0.0,-23.2031,-3.4105,-4.7833,1.5207,-0.0,0.0,-9.9624,-0.5722,8.8625,1.5387,-0.0,0.0,0.0,0.0,0.0,9.1196,-1.422,0.5788,13.4442,-0.0,0.0,-24.5829,-8.9763,-3.1159,3.0846,-0.0,-0.0,0.0,0.0,0.0
0.14999400000000002,151.9592,-86.0278,152.7187,-4.2197,1.1096,-0.6095,11.1066,-0.3666,1.0081,15.7098,-18.3487,5.6487,-0.844,42.8409,72.9308,-0.0001,18.0487,0.0,-23.7647,-5.4656,12.6987,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,19.713,10.1989,-5.7474,-20.5256,-47.6067,-61.776,-0.0001,-22.6846,-0.0,-8.3981,-0.5645,-13.546,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.5573,0.2431,-6.2364,-13.8187,-0.7816,5.6022,0.0,0.0,0.0,-23.574,-3.8701,-4.818,2.8912,0.0,0.0,-10.5812,-0.9026,7.7659,1.6987,-0.0,-0.0,0.0,0.0,0.0,9.1922,-1.7129,0.7298,14.4182,0.0,-0.0,-24.9081,-8.8339,-2.8885,2.5827,0.0,-0.0,0.0,0.0,0.0
0.158327,151.7909,-86.0377,152.5176,-4.2217,1.1595,-0.5864,11.1614,-0.3024,1.0634,15.7147,-18.25,5.6846,-0.8995,43.096,72.7797,-0.0001,17.7838,0.0,-23.6939,-5.4231,12.7408,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,19.7229,10.1806,-5.846,-20.8107,-47.6843,-61.7441,-0.0001,-22.4456,-0.0,-8.215,-0.5682,-13.3895,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.4355,-0.0024,-6.2393,-14.6259,-0.8803,5.5189,0.0,0.0,0.0,-23.9629,-4.3906,-4.8065,4.4996,-0.0,-0.0,-10.6833,-1.2028,7.0993,1.6008,0.0,0.0,0.0,0.0,0.0,9.3123,-1.9807,0.8607,15.339,-0.0,0.0,-25.1634,-8.6358,-2.8592,2.0526,-0.0,0.0,0.0,0.0,0.0
0.16666,151.5401,-86.0654,152.0361,-4.341,1.2088,-0.4988,11.4383,-0.1933,1.3048,15.7475,-18.492,5.8106,-1.0694,43.9477,72.4554,-0.0001,17.3744,0.0,-23.9897,-5.451,12.7049,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,19.7352,10.2935,-6.1065,-21.2124,-48.0105,-61.701,-0.0001,-22.0938,-0.0,-8.1022,-0.5804,-13.2937,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.041,-0.3425,-6.3453,-15.1891,-0.842,5.5852,0.0,0.0,0.0,-24.1989,-5.1751,-4.5568,6.1409,-0.0,0.0,-10.7387,-1.6563,6.3506,1.6902,-0.0,-0.0,0.0,0.0,0.0,9.4957,-2.1188,1.2448,16.2102,0.0,0.0,-25.3589,-8.5496,-2.8722,1.4771,0.0,0.0,0.0,0.0,0.0
0.174993,151.2987,-86.1073,151.7829,-4.3227,1.2328,-0.4868,11.3323,-0.1684,1.307,15.7332,-18.216,5.797,-1.1413,43.9592,72.4331,-0.0001,17.0554,0.0,-23.9331,-5.4807,12.5329,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,19.873,10.1514,-6.1277,-21.4665,-47.7773,-61.7487,-0.0001,-21.9009,-0.0,-8.0125,-0.6068,-13.0031,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.1861,-0.604,-6.3141,-16.1333,-0.835,5.5222,0.0,0.0,0.0,-24.4862,-6.0721,-4.5283,7.9737,-0.0,-0.0,-10.8492,-2.2287,6.2531,1.6437,0.0,0.0,0.0,0.0,0.0,9.5433,-2.3022,1.3911,17.3113,-0.0,0.0,-25.3838,-8.4841,-2.8119,0.6494,-0.0,-0.0,0.0,0.0,0.0
0.183326,151.8156,-86.0635,152.2669,-4.3708,1.2629,-0.4617,11.3132,-0.1374,1.311,15.8185,-18.0134,5.7729,-1.4313,44.1582,72.4317,-0.0001,16.6727,0.0,-23.7049,-5.5437,12.5383,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,19.9282,10.1881,-6.1341,-21.8365,-47.4584,-62.0433,-0.0001,-21.6755,-0.0,-7.6941,-0.5691,-12.7986,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.2286,-0.7644,-6.3086,-16.914,-0.8133,5.5321,0.0,0.0,0.0,-24.6677,-7.0725,-4.4442,9.6456,0.0,0.0,-11.103,-2.6159,5.796,1.6125,-0.0,-0.0,0.0,0.0,0.0,9.6804,-2.3414,1.5503,18.3189,0.0,0.0,-25.3589,-8.4488,-2.7906,-0.1514,0.0,0.0,0.0,0.0,0.0
0.191659,152.105,-86.1275,152.43,-4.4812,1.2359,-0.3376,11.4996,-0.1616,1.3409,15.8654,-18.0292,5.8486,-1.5995,45.2817,72.1788,-0.0001,15.9789,0.0,-24.4144,-4.7756,11.8978,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,19.7188,10.2326,-6.166,-21.9892,-47.0626,-62.3078,-0.0001,-21.4549,-0.0,-7.4973,-0.6171,-12.5908,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0366,-0.8141,-6.4538,-17.2381,-0.8759,5.7008,0.0,0.0,0.0,-24.6697,-8.3411,-4.3532,10.8157,-0.0,0.0,-10.8176,-2.5558,5.2947,1.4406,0.0,-0.0,0.0,0.0,0.0,9.8153,-2.5081,1.8196,19.4091,0.0,0.0,-25.2195,-8.3702,-2.8003,-1.0966,0.0,0.0,0.0,0.0,0.0
0.199992,151.8688,-86.1458,152.1819,-4.4701,1.3008,-0.3251,11.3116,-0.1026,1.3141,15.6182,-17.9477,5.8502,-1.5374,45.2509,72.1711,-0.0001,15.5947,0.0,-24.0975,-4.8221,11.6165,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,19.9215,10.1951,-6.2848,-22.2248,-46.8457,-62.3672,-0.0001,-21.2471,-0.0,-7.4866,-0.541,-12.4709,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0301,-0.9946,-6.4912,-17.7833,-0.9897,5.8128,0.0,0.0,0.0,-24.6074,-9.2506,-4.3402,11.3012,0.0,0.0,-9.8836,-2.4405,5.1322,1.7006,0.0,0.0,0.0,0.0,0.0,9.8375,-2.6335,1.9946,20.5513,-0.0,0.0,-24.8576,-8.3897,-2.8772,-2.3827,0.0,-0.0,0.0,0.0,0.0
0.208325,151.0716,-86.1852,150.8175,-4.5859,1.2494,0.0153,11.3122,-0.1294,1.4734,15.8499,-17.737,6.063,-2.02,45.5668,72.0507,-0.0001,15.1214,0.0,-24.2184,-4.8884,11.357,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,19.6754,10.1481,-6.1762,-22.2826,-45.9069,-62.7973,-0.0001,-21.2817,-0.0,-7.011,-0.2695,-12.1768,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.1252,-1.1408,-6.5588,-18.0155,-0.9211,6.0702,0.0,0.0,0.0,-24.2561,-10.2224,-3.6789,11.3646,0.0,0.0,-9.098,-1.9203,5.3014,2.3295,0.0,0.0,0.0,0.0,0.0,9.7031,-2.5498,2.8546,22.0578,0.0,-0.0,-24.7043,-8.6418,-3.2183,-3.4132,-0.0,-0.0,0.0,0.0,0.0
0.21665800000000002,151.0942,-86.1403,150.725,-4.5939,1.4003,0.1003,11.1104,0.0376,1.5401,15.7096,-17.6692,6.1867,-1.9993,45.2747,71.8891,-0.0001,14.8686,0.0,-23.8522,-5.0749,11.2325,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,20.2823,10.0313,-6.565,-22.684,-46.1912,-62.5816,-0.0001,-20.7665,-0.0,-8.0414,-0.7417,-11.8231,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0027,-1.5158,-6.5038,-18.531,-0.9361,5.8931,0.0,0.0,0.0,-23.9938,-10.8239,-3.5247,11.5805,0.0,0.0,-8.5509,-0.7796,6.2119,1.7193,-0.0,-0.0,0.0,0.0,0.0,9.563,-2.8563,3.0567,23.4949,-0.0,0.0,-23.9428,-8.4418,-2.9551,-5.1312,-0.0,-0.0,0.0,0.0,0.0
0.224991,148.5644,-86.1151,147.6094,-4.7612,1.3567,0.3804,11.002,0.0711,1.9173,15.6172,-17.7398,6.085,-2.6057,45.6999,72.1115,-0.0001,14.0478,0.0,-23.8144,-4.8359,11.0731,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,20.0446,9.8946,-6.5887,-22.6087,-45.2503,-62.9719,-0.0001,-20.7545,-0.0,-8.1141,-0.7577,-11.5434,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.3302,-1.508,-6.6684,-18.2201,-0.9811,5.9577,0.0,0.0,0.0,-23.6402,-10.9065,-2.7589,11.8058,-0.0,-0.0,-7.6944,0.0312,6.6089,1.459,0.0,0.0,0.0,0.0,0.0,9.0747,-2.8543,3.8928,25.3718,-0.0,0.0,-23.5006,-8.5427,-3.4454,-6.4081,-0.0,0.0,0.0,0.0,0.0
